section	model	plan	turn	bucket	accuracy	support
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	4	complex_1	0.6666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	4	complex_2	0.8333333333333334	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	4	nonNR	0.8333333333333334	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	5	complex_1	0.4	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	5	complex_2	0.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	5	complex_3	0.2	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_RINGTONE	5	nonNR	0.8	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	2	nonNR	0.5555555555555556	9
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	3	complex_1	0.14285714285714285	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	3	nonNR	0.42857142857142855	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	4	complex_1	0.25	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	4	complex_2	0.2857142857142857	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	4	nonNR	0.25	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	5	complex_1	0.25	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	5	complex_2	0.2857142857142857	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	5	complex_3	0.25	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SET_TIMER	5	nonNR	0.75	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	2	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	3	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	3	nonNR	1.0	11
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	4	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	4	complex_2	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_ALARMS	4	nonNR	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	2	nonNR	1.0	9
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	3	complex_1	1.0	9
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	3	nonNR	1.0	10
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	4	complex_1	1.0	9
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	4	complex_2	1.0	10
turn_bucket	scale-llama3-4b-base.tsv	ACTION_SHOW_TIMERS	4	nonNR	1.0	13
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	2	nonNR	0.9090909090909091	11
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	3	complex_1	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	3	nonNR	0.8333333333333334	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	4	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	4	complex_2	0.8	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	4	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	5	complex_1	1.0	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	5	complex_2	0.8333333333333334	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	5	complex_3	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIDEO_CAPTURE	5	nonNR	0.875	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	2	nonNR	1.0	11
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	4	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	4	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	5	complex_1	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	5	complex_3	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CALL_LOG	5	nonNR	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	2	nonNR	0.8275862068965517	29
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	3	complex_1	0.14285714285714285	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	3	nonNR	0.35714285714285715	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	4	complex_1	0.0	15
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	4	complex_2	0.0	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	4	nonNR	1.0	15
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	5	complex_1	0.07142857142857142	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	5	complex_2	0.0	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	5	complex_3	0.21428571428571427	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_CONTACT	5	nonNR	0.7857142857142857	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	2	nonNR	1.0	16
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	3	complex_1	0.4375	16
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	3	nonNR	1.0	17
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	4	complex_1	0.2857142857142857	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	4	complex_2	0.35714285714285715	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	4	nonNR	1.0	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	5	complex_1	0.0	2
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	5	complex_2	0.0	2
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	5	complex_3	0.0	2
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_EVENT	5	nonNR	1.0	2
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	2	nonNR	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	3	complex_1	0.42857142857142855	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	3	nonNR	0.9166666666666666	12
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	4	complex_1	0.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	4	complex_2	0.6666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	4	nonNR	0.6666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	5	complex_1	0.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	5	complex_2	0.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	5	complex_3	0.6666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_PLAYLIST	5	nonNR	0.2857142857142857	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	2	nonNR	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	3	complex_1	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	3	nonNR	1.0	10
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	4	complex_1	0.8	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	4	complex_2	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	4	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	5	complex_1	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	5	complex_2	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	5	complex_3	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_RECENT_APPS	5	nonNR	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	2	nonNR	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	3	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	3	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	4	complex_1	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	4	complex_2	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_EMAILS	4	nonNR	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_MESSAGES	2	nonNR	1.0	14
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_MESSAGES	4	complex_1	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_SENT_MESSAGES	4	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_WEB_HISTORY	3	nonNR	1.0	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_WEB_HISTORY	4	complex_2	1.0	8
turn_bucket	scale-llama3-4b-base.tsv	ACTION_VIEW_WEB_HISTORY	4	nonNR	1.0	8
turn_bucket	scale-llama3-4b-base.tsv	dial	2	nonNR	1.0	6
turn_bucket	scale-llama3-4b-base.tsv	dial	3	complex_1	0.3333333333333333	6
turn_bucket	scale-llama3-4b-base.tsv	dial	3	nonNR	0.5714285714285714	14
turn_bucket	scale-llama3-4b-base.tsv	dial	4	complex_1	0.16666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	dial	4	complex_2	0.21428571428571427	14
turn_bucket	scale-llama3-4b-base.tsv	dial	4	nonNR	0.75	16
turn_bucket	scale-llama3-4b-base.tsv	dial	5	complex_1	0.16666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	dial	5	complex_2	0.07142857142857142	14
turn_bucket	scale-llama3-4b-base.tsv	dial	5	complex_3	0.26666666666666666	15
turn_bucket	scale-llama3-4b-base.tsv	dial	5	nonNR	1.0	15
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	3	nonNR	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	4	complex_2	0.7142857142857143	7
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	4	nonNR	1.0	11
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	5	complex_2	0.6	5
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	5	complex_3	0.2	5
turn_bucket	scale-llama3-4b-base.tsv	get_contact_info_from_uri	5	nonNR	1.0	5
turn_bucket	scale-llama3-4b-base.tsv	launch_application	2	nonNR	0.8333333333333334	12
turn_bucket	scale-llama3-4b-base.tsv	launch_application	3	complex_1	0.3333333333333333	9
turn_bucket	scale-llama3-4b-base.tsv	launch_application	3	nonNR	0.8888888888888888	9
turn_bucket	scale-llama3-4b-base.tsv	launch_application	4	complex_1	0.09090909090909091	11
turn_bucket	scale-llama3-4b-base.tsv	launch_application	4	complex_2	0.2222222222222222	9
turn_bucket	scale-llama3-4b-base.tsv	launch_application	4	nonNR	0.8181818181818182	11
turn_bucket	scale-llama3-4b-base.tsv	play_music	2	nonNR	0.5833333333333334	12
turn_bucket	scale-llama3-4b-base.tsv	play_music	3	complex_1	0.0	6
turn_bucket	scale-llama3-4b-base.tsv	play_music	3	nonNR	0.16666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	play_music	4	complex_1	0.18181818181818182	11
turn_bucket	scale-llama3-4b-base.tsv	play_music	4	complex_2	0.0	6
turn_bucket	scale-llama3-4b-base.tsv	play_music	4	nonNR	0.7272727272727273	11
turn_bucket	scale-llama3-4b-base.tsv	play_music	5	complex_1	0.0	7
turn_bucket	scale-llama3-4b-base.tsv	play_music	5	complex_2	0.16666666666666666	6
turn_bucket	scale-llama3-4b-base.tsv	play_music	5	complex_3	0.14285714285714285	7
turn_bucket	scale-llama3-4b-base.tsv	play_music	5	nonNR	1.0	7
turn_bucket	scale-llama3-4b-base.tsv	play_video	2	nonNR	0.9375	16
turn_bucket	scale-llama3-4b-base.tsv	play_video	3	complex_1	0.1875	16
turn_bucket	scale-llama3-4b-base.tsv	play_video	3	nonNR	0.9090909090909091	22
turn_bucket	scale-llama3-4b-base.tsv	play_video	4	complex_1	0.1	10
turn_bucket	scale-llama3-4b-base.tsv	play_video	4	complex_2	0.3	10
turn_bucket	scale-llama3-4b-base.tsv	play_video	4	nonNR	1.0	10
turn_bucket	scale-llama3-4b-base.tsv	play_video	5	complex_1	0.08333333333333333	12
turn_bucket	scale-llama3-4b-base.tsv	play_video	5	complex_2	0.08333333333333333	12
turn_bucket	scale-llama3-4b-base.tsv	play_video	5	complex_3	0.1	10
turn_bucket	scale-llama3-4b-base.tsv	play_video	5	nonNR	1.0	12
turn_bucket	scale-llama3-4b-base.tsv	search_location	2	nonNR	0.7857142857142857	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	3	complex_1	0.07142857142857142	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	3	nonNR	0.8571428571428571	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	4	complex_1	0.07142857142857142	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	4	complex_2	0.07142857142857142	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	4	nonNR	0.7857142857142857	14
turn_bucket	scale-llama3-4b-base.tsv	search_location	5	complex_1	0.1111111111111111	9
turn_bucket	scale-llama3-4b-base.tsv	search_location	5	complex_2	0.1111111111111111	9
turn_bucket	scale-llama3-4b-base.tsv	search_location	5	complex_3	0.1111111111111111	9
turn_bucket	scale-llama3-4b-base.tsv	search_location	5	nonNR	0.3333333333333333	9
turn_bucket	scale-llama3-4b-base.tsv	send_email	2	nonNR	0.625	16
turn_bucket	scale-llama3-4b-base.tsv	send_email	3	complex_1	0.375	16
turn_bucket	scale-llama3-4b-base.tsv	send_email	3	nonNR	0.4375	16
turn_bucket	scale-llama3-4b-base.tsv	send_email	4	complex_1	0.14285714285714285	14
turn_bucket	scale-llama3-4b-base.tsv	send_email	4	complex_2	0.21428571428571427	14
turn_bucket	scale-llama3-4b-base.tsv	send_email	4	nonNR	0.2857142857142857	14
turn_bucket	scale-llama3-4b-base.tsv	send_email	5	complex_1	0.2222222222222222	9
turn_bucket	scale-llama3-4b-base.tsv	send_email	5	complex_2	0.1111111111111111	9
turn_bucket	scale-llama3-4b-base.tsv	send_email	5	complex_3	0.0	9
turn_bucket	scale-llama3-4b-base.tsv	send_email	5	nonNR	0.3333333333333333	9
turn_bucket	scale-llama3-4b-base.tsv	send_message	2	nonNR	0.6666666666666666	15
turn_bucket	scale-llama3-4b-base.tsv	send_message	3	complex_1	0.14285714285714285	14
turn_bucket	scale-llama3-4b-base.tsv	send_message	3	nonNR	0.5	14
turn_bucket	scale-llama3-4b-base.tsv	send_message	4	complex_1	0.06666666666666667	15
turn_bucket	scale-llama3-4b-base.tsv	send_message	4	complex_2	0.42857142857142855	14
turn_bucket	scale-llama3-4b-base.tsv	send_message	4	nonNR	0.375	16
turn_bucket	scale-llama3-4b-base.tsv	send_message	5	complex_1	0.3	10
turn_bucket	scale-llama3-4b-base.tsv	send_message	5	complex_2	0.4	10
turn_bucket	scale-llama3-4b-base.tsv	send_message	5	complex_3	0.1	10
turn_bucket	scale-llama3-4b-base.tsv	send_message	5	nonNR	0.1	10
turn_bucket	scale-llama3-4b-base.tsv	web_search	2	nonNR	0.125	8
turn_bucket	scale-llama3-4b-base.tsv	web_search	3	complex_1	0.125	8
turn_bucket	scale-llama3-4b-base.tsv	web_search	3	nonNR	0.17647058823529413	17
turn_bucket	scale-llama3-4b-base.tsv	web_search	4	complex_1	0.0	8
turn_bucket	scale-llama3-4b-base.tsv	web_search	4	complex_2	0.25	12
turn_bucket	scale-llama3-4b-base.tsv	web_search	4	nonNR	0.3333333333333333	12
turn_bucket	scale-llama3-4b-base.tsv	web_search	5	complex_1	0.0	8
turn_bucket	scale-llama3-4b-base.tsv	web_search	5	complex_2	0.1875	16
turn_bucket	scale-llama3-4b-base.tsv	web_search	5	complex_3	0.25	12
turn_bucket	scale-llama3-4b-base.tsv	web_search	5	nonNR	0.25	16
turn_all	scale-phi4-4b-base.tsv	ACTION_CREATE_DOCUMENT	2	all	1.0	17
turn_all	scale-phi4-4b-base.tsv	ACTION_CREATE_DOCUMENT	3	all	1.0	12
turn_all	scale-phi4-4b-base.tsv	ACTION_CREATE_DOCUMENT	4	all	0.8928571428571429	28
turn_all	scale-phi4-4b-base.tsv	ACTION_CREATE_DOCUMENT	5	all	0.9259259259259259	27
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_ALARM	2	all	0.84	25
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_ALARM	3	all	0.47619047619047616	42
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_ALARM	4	all	0.6666666666666666	21
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_ALARM	5	all	0.4583333333333333	24
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_CONTACT	2	all	0.75	8
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_CONTACT	3	all	0.5555555555555556	18
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_CONTACT	4	all	0.45454545454545453	33
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_CONTACT	5	all	0.4339622641509434	53
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_DOCUMENT	2	all	0.42857142857142855	14
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_DOCUMENT	3	all	0.09375	32
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_DOCUMENT	4	all	0.0	27
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_DOCUMENT	5	all	0.023809523809523808	42
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_VIDEO	2	all	0.8181818181818182	22
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_VIDEO	3	all	0.35	20
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_VIDEO	4	all	0.38095238095238093	42
turn_all	scale-phi4-4b-base.tsv	ACTION_EDIT_VIDEO	5	all	0.25	20
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_CONTENT	2	all	0.5	8
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_CONTENT	3	all	0.6666666666666666	18
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_CONTENT	4	all	0.7142857142857143	28
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_RINGTONE	2	all	0.9166666666666666	12
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_RINGTONE	3	all	1.0	12
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_RINGTONE	4	all	0.9583333333333334	24
turn_all	scale-phi4-4b-base.tsv	ACTION_GET_RINGTONE	5	all	0.8518518518518519	27
turn_all	scale-phi4-4b-base.tsv	ACTION_IMAGE_CAPTURE	2	all	0.8333333333333334	6
turn_all	scale-phi4-4b-base.tsv	ACTION_IMAGE_CAPTURE	3	all	0.9285714285714286	14
turn_all	scale-phi4-4b-base.tsv	ACTION_IMAGE_CAPTURE	4	all	0.9583333333333334	24
turn_all	scale-phi4-4b-base.tsv	ACTION_IMAGE_CAPTURE	5	all	0.9	30
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_CONTACT	2	all	0.3	10
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_CONTACT	3	all	0.5333333333333333	30
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_CONTACT	4	all	0.4375	48
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_CONTACT	5	all	0.2391304347826087	46
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_EVENT	2	all	0.0	9
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_EVENT	3	all	0.0	14
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_EVENT	4	all	0.0	25
turn_all	scale-phi4-4b-base.tsv	ACTION_INSERT_EVENT	5	all	0.0	34
turn_all	scale-phi4-4b-base.tsv	ACTION_NAVIGATE_TO_LOCATION	2	all	1.0	10
turn_all	scale-phi4-4b-base.tsv	ACTION_NAVIGATE_TO_LOCATION	3	all	0.76	25
turn_all	scale-phi4-4b-base.tsv	ACTION_NAVIGATE_TO_LOCATION	4	all	0.6578947368421053	38
turn_all	scale-phi4-4b-base.tsv	ACTION_NAVIGATE_TO_LOCATION	5	all	0.5344827586206896	58
turn_all	scale-phi4-4b-base.tsv	ACTION_OPEN_CONTENT	2	all	0.4444444444444444	9
turn_all	scale-phi4-4b-base.tsv	ACTION_OPEN_CONTENT	3	all	0.4166666666666667	24
turn_all	scale-phi4-4b-base.tsv	ACTION_OPEN_CONTENT	4	all	0.275	40
turn_all	scale-phi4-4b-base.tsv	ACTION_OPEN_CONTENT	5	all	0.30357142857142855	56
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_ALARM	2	all	0.4	5
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_ALARM	3	all	0.4	10
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_ALARM	4	all	0.5238095238095238	21
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_ALARM	5	all	0.4166666666666667	24
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_RINGTONE	2	all	1.0	7
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_RINGTONE	3	all	0.8235294117647058	17
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_RINGTONE	4	all	0.8333333333333334	18
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_RINGTONE	5	all	0.35	20
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_TIMER	2	all	0.5555555555555556	9
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_TIMER	3	all	0.35714285714285715	14
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_TIMER	4	all	0.30434782608695654	23
turn_all	scale-phi4-4b-base.tsv	ACTION_SET_TIMER	5	all	0.41935483870967744	31
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_ALARMS	2	all	1.0	5
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_ALARMS	3	all	1.0	16
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_ALARMS	4	all	1.0	19
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_TIMERS	2	all	0.7777777777777778	9
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_TIMERS	3	all	0.9473684210526315	19
turn_all	scale-phi4-4b-base.tsv	ACTION_SHOW_TIMERS	4	all	1.0	32
turn_all	scale-phi4-4b-base.tsv	ACTION_VIDEO_CAPTURE	2	all	0.8181818181818182	11
turn_all	scale-phi4-4b-base.tsv	ACTION_VIDEO_CAPTURE	3	all	0.8333333333333334	12
turn_all	scale-phi4-4b-base.tsv	ACTION_VIDEO_CAPTURE	4	all	0.9333333333333333	15
turn_all	scale-phi4-4b-base.tsv	ACTION_VIDEO_CAPTURE	5	all	0.9629629629629629	27
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CALL_LOG	2	all	1.0	11
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CALL_LOG	4	all	0.9	10
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CALL_LOG	5	all	0.9411764705882353	17
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CONTACT	2	all	1.0	29
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CONTACT	3	all	0.4642857142857143	28
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CONTACT	4	all	0.3181818181818182	44
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_CONTACT	5	all	0.39285714285714285	56
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_EVENT	2	all	1.0	16
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_EVENT	3	all	0.6666666666666666	33
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_EVENT	4	all	0.5952380952380952	42
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_EVENT	5	all	0.25	8
turn_all	scale-phi4-4b-base.tsv	ACTION_VIEW_PLAYLIST	2	all	1.0	7
